distance,largest_cc,second_largest_cc,number_of_stores,regions,n_regions,second_region,first_region,ratio
21624.3904,274,48,375,"{'Hovedstaden': 214, 'Sjælland': 60}",2.0,60.0,214.0,0.21897810218978103
21702.0536,275,48,376,"{'Hovedstaden': 214, 'Sjælland': 61}",2.0,61.0,214.0,0.22181818181818183
21779.716800000002,276,49,378,"{'Hovedstaden': 214, 'Sjælland': 62}",2.0,62.0,214.0,0.2246376811594203
21857.38,276,49,379,"{'Hovedstaden': 214, 'Sjælland': 62}",2.0,62.0,214.0,0.2246376811594203
21935.0432,277,49,381,"{'Hovedstaden': 214, 'Sjælland': 63}",2.0,63.0,214.0,0.22743682310469315
22012.7064,277,49,381,"{'Hovedstaden': 214, 'Sjælland': 63}",2.0,63.0,214.0,0.22743682310469315
22090.3696,277,50,382,"{'Hovedstaden': 214, 'Sjælland': 63}",2.0,63.0,214.0,0.22743682310469315
22168.0328,278,51,385,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22245.696,278,52,386,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22323.359200000003,278,61,387,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22401.0224,278,62,390,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22478.6856,278,62,390,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22556.3488,278,62,390,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22634.012000000002,278,63,391,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22711.6752,278,63,391,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22789.3384,278,63,391,"{'Hovedstaden': 215, 'Sjælland': 63}",2.0,63.0,215.0,0.22661870503597123
22867.0016,279,63,392,"{'Hovedstaden': 216, 'Sjælland': 63}",2.0,63.0,216.0,0.22580645161290322
22944.664800000002,279,64,393,"{'Hovedstaden': 216, 'Sjælland': 63}",2.0,63.0,216.0,0.22580645161290322
23022.328,279,66,395,"{'Hovedstaden': 216, 'Sjælland': 63}",2.0,63.0,216.0,0.22580645161290322
23099.9912,279,67,396,"{'Hovedstaden': 216, 'Sjælland': 63}",2.0,63.0,216.0,0.22580645161290322
23177.6544,279,69,398,"{'Hovedstaden': 216, 'Sjælland': 63}",2.0,63.0,216.0,0.22580645161290322
23255.317600000002,280,70,400,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23332.9808,280,70,400,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23410.644,280,70,400,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23488.3072,280,70,400,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23565.970400000002,280,71,402,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23643.6336,280,71,402,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23721.2968,280,71,402,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23798.960000000003,280,71,402,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23876.6232,280,72,403,"{'Hovedstaden': 216, 'Sjælland': 64}",2.0,64.0,216.0,0.22857142857142856
23954.2864,281,105,405,"{'Hovedstaden': 216, 'Sjælland': 65}",2.0,65.0,216.0,0.2313167259786477
24031.9496,281,105,405,"{'Hovedstaden': 216, 'Sjælland': 65}",2.0,65.0,216.0,0.2313167259786477
24109.612800000003,281,106,406,"{'Hovedstaden': 216, 'Sjælland': 65}",2.0,65.0,216.0,0.2313167259786477
24187.276,281,106,406,"{'Hovedstaden': 216, 'Sjælland': 65}",2.0,65.0,216.0,0.2313167259786477
24264.9392,282,106,407,"{'Hovedstaden': 217, 'Sjælland': 65}",2.0,65.0,217.0,0.23049645390070922
24342.6024,283,106,408,"{'Hovedstaden': 217, 'Sjælland': 66}",2.0,66.0,217.0,0.2332155477031802
24420.265600000002,283,107,409,"{'Hovedstaden': 217, 'Sjælland': 66}",2.0,66.0,217.0,0.2332155477031802
24497.9288,284,108,411,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24575.592,284,110,415,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24653.2552,284,110,415,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24730.918400000002,284,110,415,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24808.5816,284,111,416,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24886.2448,284,111,416,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
24963.908,284,112,417,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25041.571200000002,284,112,417,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25119.2344,284,112,417,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25196.8976,284,114,419,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25274.5608,284,114,419,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25352.224000000002,284,115,420,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25429.8872,284,115,420,"{'Hovedstaden': 217, 'Sjælland': 67}",2.0,67.0,217.0,0.23591549295774647
25507.5504,285,115,421,"{'Hovedstaden': 217, 'Sjælland': 68}",2.0,68.0,217.0,0.23859649122807017
25585.213600000003,285,115,421,"{'Hovedstaden': 217, 'Sjælland': 68}",2.0,68.0,217.0,0.23859649122807017
25662.876800000002,286,116,423,"{'Hovedstaden': 217, 'Sjælland': 69}",2.0,69.0,217.0,0.24125874125874125
25740.54,286,117,424,"{'Hovedstaden': 217, 'Sjælland': 69}",2.0,69.0,217.0,0.24125874125874125
25818.2032,286,117,424,"{'Hovedstaden': 217, 'Sjælland': 69}",2.0,69.0,217.0,0.24125874125874125
25895.866400000003,286,117,424,"{'Hovedstaden': 217, 'Sjælland': 69}",2.0,69.0,217.0,0.24125874125874125
25973.5296,287,117,425,"{'Hovedstaden': 217, 'Sjælland': 70}",2.0,70.0,217.0,0.24390243902439024
26051.1928,287,118,426,"{'Hovedstaden': 217, 'Sjælland': 70}",2.0,70.0,217.0,0.24390243902439024
26128.856,287,118,426,"{'Hovedstaden': 217, 'Sjælland': 70}",2.0,70.0,217.0,0.24390243902439024
26206.519200000002,288,118,428,"{'Hovedstaden': 217, 'Sjælland': 71}",2.0,71.0,217.0,0.2465277777777778
26284.1824,288,118,428,"{'Hovedstaden': 217, 'Sjælland': 71}",2.0,71.0,217.0,0.2465277777777778
26361.8456,288,118,428,"{'Hovedstaden': 217, 'Sjælland': 71}",2.0,71.0,217.0,0.2465277777777778
26439.5088,288,118,428,"{'Hovedstaden': 217, 'Sjælland': 71}",2.0,71.0,217.0,0.2465277777777778
26517.172000000002,288,118,428,"{'Hovedstaden': 217, 'Sjælland': 71}",2.0,71.0,217.0,0.2465277777777778
26594.8352,407,19,429,"{'Hovedstaden': 217, 'Sjælland': 71, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,71.0,217.0,0.17444717444717445
26672.4984,407,20,431,"{'Hovedstaden': 217, 'Sjælland': 71, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,71.0,217.0,0.17444717444717445
26750.1616,407,20,432,"{'Hovedstaden': 217, 'Sjælland': 71, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,71.0,217.0,0.17444717444717445
26827.824800000002,407,20,432,"{'Hovedstaden': 217, 'Sjælland': 71, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,71.0,217.0,0.17444717444717445
26905.488,407,20,432,"{'Hovedstaden': 217, 'Sjælland': 71, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,71.0,217.0,0.17444717444717445
26983.1512,408,20,433,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,72.0,217.0,0.17647058823529413
27060.814400000003,408,20,433,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,72.0,217.0,0.17647058823529413
27138.477600000002,408,20,433,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,72.0,217.0,0.17647058823529413
27216.1408,408,20,434,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,72.0,217.0,0.17647058823529413
27293.804,408,20,434,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 66, 'Syddanmark': 53}",4.0,72.0,217.0,0.17647058823529413
27371.467200000003,409,20,435,"{'Hovedstaden': 217, 'Sjælland': 72, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,72.0,217.0,0.17603911980440098
27449.130400000002,410,20,436,"{'Hovedstaden': 217, 'Sjælland': 73, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,73.0,217.0,0.17804878048780487
27526.7936,410,20,436,"{'Hovedstaden': 217, 'Sjælland': 73, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,73.0,217.0,0.17804878048780487
27604.4568,410,20,436,"{'Hovedstaden': 217, 'Sjælland': 73, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,73.0,217.0,0.17804878048780487
27682.120000000003,410,20,436,"{'Hovedstaden': 217, 'Sjælland': 73, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,73.0,217.0,0.17804878048780487
27759.7832,410,20,436,"{'Hovedstaden': 217, 'Sjælland': 73, 'Midtjylland': 67, 'Syddanmark': 53}",4.0,73.0,217.0,0.17804878048780487
27837.4464,413,20,439,"{'Hovedstaden': 217, 'Sjælland': 75, 'Syddanmark': 54, 'Midtjylland': 67}",4.0,75.0,217.0,0.18159806295399517
27915.1096,414,20,440,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 54, 'Midtjylland': 67}",4.0,76.0,217.0,0.18357487922705315
27992.772800000002,414,20,440,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 54, 'Midtjylland': 67}",4.0,76.0,217.0,0.18357487922705315
28070.436,414,20,440,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 54, 'Midtjylland': 67}",4.0,76.0,217.0,0.18357487922705315
28148.0992,414,20,440,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 54, 'Midtjylland': 67}",4.0,76.0,217.0,0.18357487922705315
28225.7624,415,20,441,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,76.0,217.0,0.18313253012048192
28303.425600000002,415,20,441,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,76.0,217.0,0.18313253012048192
28381.0888,415,20,441,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,76.0,217.0,0.18313253012048192
28458.752,415,20,441,"{'Hovedstaden': 217, 'Sjælland': 76, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,76.0,217.0,0.18313253012048192
28536.4152,416,20,442,"{'Hovedstaden': 217, 'Sjælland': 77, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,77.0,217.0,0.18509615384615385
28614.078400000002,417,20,443,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,78.0,217.0,0.18705035971223022
28691.7416,417,20,443,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 55, 'Midtjylland': 67}",4.0,78.0,217.0,0.18705035971223022
28769.4048,418,20,444,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 67}",4.0,78.0,217.0,0.18660287081339713
28847.068000000003,419,20,445,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68}",4.0,78.0,217.0,0.18615751789976134
28924.731200000002,419,20,445,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68}",4.0,78.0,217.0,0.18615751789976134
29002.3944,440,6,446,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29080.0576,440,6,446,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29157.720800000003,440,7,447,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29235.384000000002,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29313.0472,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29390.7104,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29468.373600000003,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29546.0368,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29623.7,440,8,448,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 56, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17727272727272728
29701.3632,441,8,449,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 57, 'Midtjylland': 68, 'Nordjylland': 21}",5.0,78.0,217.0,0.17687074829931973
29779.026400000002,442,8,450,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 57, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,78.0,217.0,0.17647058823529413
29856.6896,442,8,450,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 57, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,78.0,217.0,0.17647058823529413
29934.3528,442,8,450,"{'Hovedstaden': 217, 'Sjælland': 78, 'Syddanmark': 57, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,78.0,217.0,0.17647058823529413
30012.016,443,8,451,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 57, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.17832957110609482
30089.679200000002,452,0,452,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 66, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.1747787610619469
30167.3424,452,0,452,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 66, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.1747787610619469
30245.0056,453,0,453,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 67, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.17439293598233996
30322.6688,453,0,453,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 67, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.17439293598233996
30400.332000000002,453,0,453,"{'Hovedstaden': 217, 'Sjælland': 79, 'Syddanmark': 67, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,79.0,217.0,0.17439293598233996
30477.9952,454,0,454,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 67, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.1762114537444934
30555.6584,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
30633.321600000003,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
30710.984800000002,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
30788.648,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
30866.3112,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
30943.974400000003,455,0,455,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 68, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17582417582417584
31021.637600000002,456,0,456,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 69, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17543859649122806
31099.3008,456,0,456,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 69, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17543859649122806
31176.964,456,0,456,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 69, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17543859649122806
31254.627200000003,456,0,456,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 69, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17543859649122806
31332.2904,456,0,456,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 69, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.17543859649122806
31409.9536,457,0,457,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 70, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.175054704595186
31487.6168,457,0,457,"{'Hovedstaden': 217, 'Sjælland': 80, 'Syddanmark': 70, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,80.0,217.0,0.175054704595186
31565.280000000002,459,0,459,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 70, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,82.0,217.0,0.1786492374727669
31642.9432,460,0,460,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 71, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,82.0,217.0,0.1782608695652174
31720.6064,460,0,460,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 71, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,82.0,217.0,0.1782608695652174
31798.2696,460,0,460,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 71, 'Midtjylland': 68, 'Nordjylland': 22}",5.0,82.0,217.0,0.1782608695652174
31875.932800000002,462,0,462,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 71, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1774891774891775
31953.596,462,0,462,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 71, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1774891774891775
32031.2592,463,0,463,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 72, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1771058315334773
32108.922400000003,463,0,463,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 72, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1771058315334773
32186.585600000002,463,0,463,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 72, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1771058315334773
32264.2488,463,0,463,"{'Hovedstaden': 217, 'Sjælland': 82, 'Syddanmark': 72, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,82.0,217.0,0.1771058315334773
32341.912,464,0,464,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 72, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.1788793103448276
32419.575200000003,465,0,465,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.17849462365591398
32497.238400000002,465,0,465,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.17849462365591398
32574.9016,465,0,465,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.17849462365591398
32652.5648,465,0,465,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.17849462365591398
32730.228000000003,465,0,465,"{'Hovedstaden': 217, 'Sjælland': 83, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,83.0,217.0,0.17849462365591398
32807.8912,466,0,466,"{'Hovedstaden': 217, 'Sjælland': 84, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,84.0,217.0,0.18025751072961374
32885.5544,466,0,466,"{'Hovedstaden': 217, 'Sjælland': 84, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,84.0,217.0,0.18025751072961374
32963.2176,467,0,467,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 73, 'Midtjylland': 70, 'Nordjylland': 22}",5.0,85.0,217.0,0.18201284796573874
33040.8808,468,0,468,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 73, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.18162393162393162
33118.544,468,0,468,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 73, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.18162393162393162
33196.207200000004,469,0,469,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 74, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.1812366737739872
33273.8704,469,0,469,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 74, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.1812366737739872
33351.5336,469,0,469,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 74, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.1812366737739872
33429.1968,469,0,469,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 74, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.1812366737739872
33506.86,471,0,471,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 76, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.18046709129511676
33584.5232,472,0,472,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 77, 'Midtjylland': 71, 'Nordjylland': 22}",5.0,85.0,217.0,0.18008474576271186
33662.1864,474,0,474,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 72, 'Nordjylland': 22}",5.0,85.0,217.0,0.17932489451476794
33739.8496,475,0,475,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17894736842105263
33817.512800000004,475,0,475,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17894736842105263
33895.176,475,0,475,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17894736842105263
33972.8392,475,0,475,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17894736842105263
34050.502400000005,475,0,475,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 78, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17894736842105263
34128.1656,476,0,476,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 79, 'Midtjylland': 73, 'Nordjylland': 22}",5.0,85.0,217.0,0.17857142857142858
34205.8288,477,0,477,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 79, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17819706498951782
34283.492,478,0,478,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 80, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17782426778242677
34361.1552,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34438.818400000004,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34516.4816,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34594.1448,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34671.808000000005,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34749.4712,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34827.1344,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34904.7976,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
34982.4608,479,0,479,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 73, 'Nordjylland': 23}",5.0,85.0,217.0,0.17745302713987474
35060.124,480,0,480,"{'Hovedstaden': 217, 'Sjælland': 85, 'Syddanmark': 81, 'Midtjylland': 74, 'Nordjylland': 23}",5.0,85.0,217.0,0.17708333333333334
