distance,largest_cc,second_largest_cc,number_of_stores,regions,n_regions,second_region,first_region,ratio
46476.6144,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46554.2776,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46631.940800000004,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46709.604,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46787.2672,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46864.930400000005,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
46942.5936,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47020.2568,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47097.920000000006,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47175.5832,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47253.2464,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47330.9096,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47408.5728,521,0,521,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 89}",5.0,90.0,217.0,0.1727447216890595
47486.236000000004,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47563.8992,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47641.5624,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47719.225600000005,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47796.8888,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47874.552,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
47952.2152,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48029.8784,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48107.541600000004,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48185.2048,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48262.868,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48340.531200000005,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48418.1944,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48495.8576,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48573.520800000006,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48651.184,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48728.847200000004,522,0,522,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 92, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.1724137931034483
48806.5104,523,0,523,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 93, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.17208413001912046
48884.1736,523,0,523,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 93, 'Nordjylland': 33, 'Midtjylland': 90}",5.0,90.0,217.0,0.17208413001912046
48961.836800000005,524,0,524,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 93, 'Nordjylland': 33, 'Midtjylland': 91}",5.0,90.0,217.0,0.1717557251908397
49039.5,524,0,524,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 93, 'Nordjylland': 33, 'Midtjylland': 91}",5.0,90.0,217.0,0.1717557251908397
49117.1632,525,0,525,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 33, 'Midtjylland': 91}",5.0,90.0,217.0,0.17142857142857143
49194.826400000005,525,0,525,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 33, 'Midtjylland': 91}",5.0,90.0,217.0,0.17142857142857143
49272.4896,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49350.1528,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49427.816,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49505.4792,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49583.142400000004,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49660.8056,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49738.4688,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49816.132000000005,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49893.7952,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
49971.4584,526,0,526,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 91}",5.0,90.0,217.0,0.17110266159695817
50049.1216,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50126.7848,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50204.448000000004,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50282.1112,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50359.7744,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50437.437600000005,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50515.1008,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50592.764,527,0,527,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 94, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17077798861480076
50670.427200000006,528,0,528,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 95, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17045454545454544
50748.0904,528,0,528,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 95, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17045454545454544
50825.753600000004,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
50903.4168,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
50981.08,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51058.743200000004,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51136.4064,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51214.0696,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51291.732800000005,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51369.396,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51447.0592,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51524.7224,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51602.3856,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51680.048800000004,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51757.712,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51835.3752,529,0,529,"{'Hovedstaden': 217, 'Sjælland': 90, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,90.0,217.0,0.17013232514177692
51913.038400000005,530,0,530,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.17169811320754716
51990.7016,530,0,530,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 96, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.17169811320754716
52068.3648,531,0,531,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.1713747645951036
52146.028000000006,531,0,531,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.1713747645951036
52223.6912,531,0,531,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.1713747645951036
52301.354400000004,531,0,531,"{'Hovedstaden': 217, 'Sjælland': 91, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,91.0,217.0,0.1713747645951036
52379.0176,532,0,532,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,92.0,217.0,0.17293233082706766
52456.6808,532,0,532,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,92.0,217.0,0.17293233082706766
52534.344000000005,532,0,532,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 92}",5.0,92.0,217.0,0.17293233082706766
52612.0072,533,0,533,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.1726078799249531
52689.6704,533,0,533,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.1726078799249531
52767.333600000005,533,0,533,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.1726078799249531
52844.9968,533,0,533,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.1726078799249531
52922.66,533,0,533,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 97, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.1726078799249531
53000.3232,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53077.9864,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53155.649600000004,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53233.3128,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53310.976,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53388.639200000005,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53466.3024,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53543.9656,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53621.628800000006,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53699.292,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53776.955200000004,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53854.6184,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
53932.2816,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
54009.944800000005,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
54087.608,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
54165.2712,534,0,534,"{'Hovedstaden': 217, 'Sjælland': 92, 'Syddanmark': 98, 'Nordjylland': 34, 'Midtjylland': 93}",5.0,92.0,217.0,0.17228464419475656
54242.934400000006,535,0,535,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 34}",5.0,92.0,217.0,0.17196261682242991
54320.5976,535,0,535,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 34}",5.0,92.0,217.0,0.17196261682242991
54398.260800000004,535,0,535,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 34}",5.0,92.0,217.0,0.17196261682242991
54475.924,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54553.5872,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54631.250400000004,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54708.9136,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54786.5768,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54864.240000000005,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
54941.9032,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55019.5664,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55097.2296,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55174.8928,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55252.556000000004,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55330.2192,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55407.8824,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55485.545600000005,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55563.2088,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55640.872,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55718.535200000006,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55796.1984,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55873.861600000004,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
55951.5248,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
56029.188,536,0,536,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 98, 'Nordjylland': 35}",5.0,92.0,217.0,0.17164179104477612
56106.851200000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56184.5144,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56262.1776,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56339.840800000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56417.504,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56495.1672,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56572.8304,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56650.4936,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56728.156800000004,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56805.82,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56883.4832,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
56961.146400000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57038.8096,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57116.4728,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57194.136000000006,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57271.7992,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57349.462400000004,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57427.1256,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57504.7888,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57582.452000000005,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57660.1152,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
57737.7784,537,0,537,"{'Hovedstaden': 217, 'Sjælland': 92, 'Midtjylland': 94, 'Syddanmark': 99, 'Nordjylland': 35}",5.0,92.0,217.0,0.1713221601489758
