p_value,mantel_r,bin_centers,p_value_distance,mantel_distance
0.225,0.04425658456358725,34011.67080000001,0.197,-0.044457221436532676
0.158,0.049176859171125,34089.334,0.239,-0.038879323347121617
0.188,0.047032820928311264,34166.9972,0.197,-0.041716911519956865
0.176,0.04895883159615142,34244.6604,0.238,-0.039735739885998655
0.097,0.05817548091746066,34322.3236,0.344,-0.029193570814774937
0.103,0.05817548091746066,34399.9868,0.332,-0.029193570814774937
0.09,0.05817548091746066,34477.65,0.4,-0.029193570814774937
0.076,0.05817548091746066,34555.313200000004,0.359,-0.029193570814774937
0.1,0.05817548091746066,34632.9764,0.376,-0.029193570814774937
0.097,0.05817548091746066,34710.6396,0.364,-0.029193570814774937
0.097,0.05817548091746066,34788.302800000005,0.344,-0.029193570814774937
0.096,0.05817548091746066,34865.966,0.378,-0.029193570814774937
0.115,0.05817548091746066,34943.629199999996,0.38,-0.029193570814774937
0.093,0.055868854830495085,35021.292400000006,0.323,-0.032325782766541675
0.125,0.053828714208028566,35098.9556,0.292,-0.035131419182239026
0.126,0.053828714208028566,35176.6188,0.282,-0.035131419182239026
0.152,0.053828714208028566,35254.28200000001,0.248,-0.035131419182239026
0.122,0.053828714208028566,35331.9452,0.286,-0.035131419182239026
0.114,0.053828714208028566,35409.6084,0.288,-0.035131419182239026
0.117,0.053828714208028566,35487.27160000001,0.296,-0.035131419182239026
0.118,0.053828714208028566,35564.9348,0.28,-0.035131419182239026
0.116,0.053828714208028566,35642.598,0.329,-0.035131419182239026
0.164,0.05055430158963744,35720.2612,0.201,-0.03944921341090416
0.148,0.05055430158963744,35797.9244,0.23,-0.03944921341090416
0.162,0.05055430158963744,35875.5876,0.24,-0.03944921341090416
0.155,0.05055430158963744,35953.2508,0.219,-0.03944921341090416
0.156,0.048506364821179065,36030.914000000004,0.2,-0.04227567914833637
0.166,0.048506364821179065,36108.5772,0.202,-0.04227567914833637
0.184,0.048506364821179065,36186.2404,0.21,-0.04227567914833637
0.154,0.048506364821179065,36263.903600000005,0.188,-0.04227567914833637
0.18,0.048506364821179065,36341.5668,0.187,-0.04227567914833637
0.215,0.044224286850712904,36419.229999999996,0.139,-0.047818716234158724
0.276,0.04064797476533929,36496.893200000006,0.097,-0.052469017536794005
0.237,0.0414388029804994,36574.5564,0.113,-0.051824392910728934
0.265,0.0414388029804994,36652.2196,0.116,-0.051824392910728934
0.214,0.0414388029804994,36729.88280000001,0.12,-0.051824392910728934
0.144,0.05129821511420897,36807.546,0.211,-0.04068240342840509
0.16,0.05129821511420897,36885.2092,0.221,-0.04068240342840509
0.13,0.05129821511420897,36962.87240000001,0.173,-0.04068240342840509
0.153,0.05163875336396459,37040.5356,0.189,-0.040698106727119925
0.134,0.052281515820244664,37118.1988,0.232,-0.040371187985132256
0.165,0.05032391215926111,37195.862,0.189,-0.04314500413125835
0.159,0.05032391215926111,37273.525200000004,0.182,-0.04314500413125835
0.207,0.04606657967301449,37351.1884,0.141,-0.04862545927887091
0.197,0.04606657967301449,37428.8516,0.148,-0.04862545927887091
0.196,0.04606657967301449,37506.514800000004,0.125,-0.04862545927887091
0.193,0.04606657967301449,37584.178,0.129,-0.04862545927887091
0.193,0.04606657967301449,37661.8412,0.13,-0.04862545927887091
0.187,0.043765339580517384,37739.504400000005,0.109,-0.051775932283947994
0.28,0.040646349110312396,37817.1676,0.104,-0.05586917471583337
0.24,0.040646349110312396,37894.830799999996,0.079,-0.05586917471583337
0.242,0.040646349110312396,37972.494000000006,0.085,-0.05586917471583337
0.311,0.03735286796100096,38050.1572,0.061,-0.06014176011103253
0.331,0.03463183554613344,38127.8204,0.062,-0.06370985540503554
0.297,0.03463183554613344,38205.48360000001,0.061,-0.06370985540503554
0.328,0.03463183554613344,38283.1468,0.064,-0.06370985540503554
0.373,0.033007952001488386,38360.81,0.041,-0.06597465216455325
0.357,0.033007952001488386,38438.4732,0.048,-0.06597465216455325
0.326,0.033007952001488386,38516.1364,0.038,-0.06597465216455325
0.33,0.033007952001488386,38593.7996,0.042,-0.06597465216455325
0.375,0.03143257793085347,38671.4628,0.044,-0.06817651093793417
0.363,0.03143257793085347,38749.126000000004,0.034,-0.06817651093793417
0.5,0.023292755896637575,38826.7892,0.022,-0.07827504970848176
0.518,0.023292755896637575,38904.4524,0.02,-0.07827504970848176
0.513,0.023292755896637575,38982.115600000005,0.017,-0.07827504970848176
0.542,0.023292755896637575,39059.7788,0.015,-0.07827504970848176
0.533,0.023292755896637575,39137.442,0.022,-0.07827504970848176
0.526,0.023292755896637575,39215.105200000005,0.021,-0.07827504970848176
0.599,0.017926477158564852,39292.7684,0.007,-0.08476194934103465
0.611,0.017926477158564852,39370.431599999996,0.017,-0.08476194934103465
0.632,0.017926477158564852,39448.094800000006,0.007,-0.08476194934103465
0.628,0.017926477158564852,39525.758,0.009,-0.08476194934103465
0.648,0.017926477158564852,39603.4212,0.006,-0.08476194934103465
0.715,0.014102394447082065,39681.08440000001,0.007,-0.08942030537173917
0.794,0.009617539417337376,39758.7476,0.003,-0.09494933913553504
0.809,0.008702948821647486,39836.4108,0.006,-0.09616785309066991
0.836,0.008702948821647486,39914.074,0.005,-0.09616785309066991
0.846,0.006781727130996059,39991.7372,0.004,-0.09850416644264766
0.87,0.006781727130996059,40069.4004,0.003,-0.09850416644264766
0.837,0.006781727130996059,40147.0636,0.002,-0.09850416644264766
0.847,0.006781727130996059,40224.726800000004,0.001,-0.09850416644264766
0.853,0.006781727130996059,40302.39,0.005,-0.09850416644264766
0.878,0.006781727130996059,40380.0532,0.005,-0.09850416644264766
0.867,0.006781727130996059,40457.716400000005,0.002,-0.09850416644264766
0.857,0.006781727130996059,40535.3796,0.001,-0.09850416644264766
0.861,0.006781727130996059,40613.0428,0.004,-0.09850416644264766
0.831,0.006781727130996059,40690.706000000006,0.001,-0.09850416644264766
0.869,0.006781727130996059,40768.3692,0.005,-0.09850416644264766
0.873,0.006781727130996059,40846.0324,0.004,-0.09850416644264766
0.855,0.006781727130996059,40923.69560000001,0.007,-0.09850416644264766
0.859,0.006781727130996059,41001.3588,0.006,-0.09850416644264766
0.946,0.002412957109744335,41079.022,0.002,-0.10369028229502947
0.944,0.002412957109744335,41156.68520000001,0.002,-0.10369028229502947
0.947,0.002412957109744335,41234.3484,0.003,-0.10369028229502947
0.955,0.002412957109744335,41312.0116,0.002,-0.10369028229502947
0.944,0.002412957109744335,41389.6748,0.003,-0.10369028229502947
0.947,0.002412957109744335,41467.338,0.005,-0.10369028229502947
0.95,0.002412957109744335,41545.0012,0.003,-0.10369028229502947
0.946,0.002412957109744335,41622.6644,0.005,-0.10369028229502947
0.921,0.0032059468016974037,41700.327600000004,0.002,-0.10287330623667916
0.935,0.0032059468016974037,41777.9908,0.005,-0.10287330623667916
0.932,0.0032059468016974037,41855.654,0.005,-0.10287330623667916
0.938,0.0032059468016974037,41933.317200000005,0.004,-0.10287330623667916
0.929,0.0032059468016974037,42010.9804,0.003,-0.10287330623667916
0.941,0.0032059468016974037,42088.6436,0.003,-0.10287330623667916
0.921,0.0032059468016974037,42166.306800000006,0.005,-0.10287330623667916
0.922,0.0032059468016974037,42243.97,0.004,-0.10287330623667916
0.934,0.0032059468016974037,42321.6332,0.004,-0.10287330623667916
0.934,0.0032059468016974037,42399.29640000001,0.005,-0.10287330623667916
0.933,0.0032059468016974037,42476.9596,0.003,-0.10287330623667916
0.94,0.0032059468016974037,42554.6228,0.001,-0.10287330623667916
0.927,0.0032059468016974037,42632.28600000001,0.002,-0.10287330623667916
0.925,0.0032059468016974037,42709.9492,0.003,-0.10287330623667916
0.858,-0.005842757586976876,42787.6124,0.001,-0.11317485218497488
0.895,-0.005842757586976876,42865.2756,0.001,-0.11317485218497488
0.878,-0.005842757586976876,42942.9388,0.002,-0.11317485218497488
0.885,-0.005842757586976876,43020.602,0.002,-0.11317485218497488
0.877,-0.005842757586976876,43098.2652,0.001,-0.11317485218497488
0.744,-0.01231066456699861,43175.928400000004,0.001,-0.12034413312511175
0.741,-0.01231066456699861,43253.5916,0.001,-0.12034413312511175
0.64,-0.016493841483626627,43331.2548,0.001,-0.12480364708537978
0.532,-0.021243977413125385,43408.918000000005,0.001,-0.12976524250871052
0.557,-0.021243977413125385,43486.5812,0.001,-0.12976524250871052
0.593,-0.021243977413125385,43564.244399999996,0.002,-0.12976524250871052
0.541,-0.021243977413125385,43641.907600000006,0.001,-0.12976524250871052
0.536,-0.021243977413125385,43719.5708,0.001,-0.12976524250871052
0.471,-0.024090353053421183,43797.234,0.002,-0.13252922133577402
0.513,-0.024090353053421183,43874.89720000001,0.001,-0.13252922133577402
0.454,-0.026012908866961573,43952.5604,0.001,-0.13421248238984157
0.467,-0.026012908866961573,44030.2236,0.001,-0.13421248238984157
0.465,-0.026012908866961573,44107.88680000001,0.001,-0.13421248238984157
0.458,-0.026012908866961573,44185.55,0.001,-0.13421248238984157
0.489,-0.026012908866961573,44263.2132,0.001,-0.13421248238984157
0.457,-0.026012908866961573,44340.8764,0.001,-0.13421248238984157
0.486,-0.026012908866961573,44418.539600000004,0.001,-0.13421248238984157
0.454,-0.026012908866961573,44496.2028,0.001,-0.13421248238984157
0.479,-0.026012908866961573,44573.866,0.001,-0.13421248238984157
0.478,-0.026012908866961573,44651.529200000004,0.001,-0.13421248238984157
0.477,-0.026012908866961573,44729.1924,0.001,-0.13421248238984157
0.453,-0.026012908866961573,44806.8556,0.001,-0.13421248238984157
0.461,-0.026012908866961573,44884.518800000005,0.001,-0.13421248238984157
0.465,-0.026012908866961573,44962.182,0.001,-0.13421248238984157
0.468,-0.026012908866961573,45039.845199999996,0.001,-0.13421248238984157
0.463,-0.026012908866961573,45117.508400000006,0.001,-0.13421248238984157
0.464,-0.026012908866961573,45195.1716,0.001,-0.13421248238984157
0.436,-0.026810961256429403,45272.8348,0.001,-0.1345671777536201
0.476,-0.026810961256429403,45350.49800000001,0.001,-0.1345671777536201
0.392,-0.03165651403266727,45428.1612,0.001,-0.13922134885219528
0.386,-0.030203301741389472,45505.8244,0.001,-0.1370612246441731
0.4,-0.030203301741389472,45583.48760000001,0.001,-0.1370612246441731
0.365,-0.031132136821779722,45661.1508,0.001,-0.13741680865242656
0.367,-0.031132136821779722,45738.814,0.001,-0.13741680865242656
0.401,-0.031132136821779722,45816.4772,0.002,-0.13741680865242656
0.408,-0.031132136821779722,45894.140400000004,0.001,-0.13741680865242656
0.366,-0.031132136821779722,45971.8036,0.001,-0.13741680865242656
0.363,-0.03153531638818599,46049.4668,0.001,-0.1371729611954345
0.392,-0.03153531638818599,46127.130000000005,0.001,-0.1371729611954345
0.368,-0.03153531638818599,46204.7932,0.001,-0.1371729611954345
0.348,-0.03153531638818599,46282.4564,0.001,-0.1371729611954345
0.377,-0.03153531638818599,46360.119600000005,0.001,-0.1371729611954345
0.397,-0.03153531638818599,46437.7828,0.001,-0.1371729611954345
0.393,-0.03153531638818599,46515.445999999996,0.001,-0.1371729611954345
0.387,-0.03153531638818599,46593.109200000006,0.001,-0.1371729611954345
0.384,-0.03153531638818599,46670.7724,0.001,-0.1371729611954345
0.384,-0.03153531638818599,46748.4356,0.001,-0.1371729611954345
0.399,-0.03153531638818599,46826.09880000001,0.001,-0.1371729611954345
0.38,-0.03153531638818599,46903.762,0.001,-0.1371729611954345
0.381,-0.03153531638818599,46981.4252,0.001,-0.1371729611954345
0.353,-0.03153531638818599,47059.08840000001,0.001,-0.1371729611954345
0.349,-0.03153531638818599,47136.7516,0.001,-0.1371729611954345
0.387,-0.03153531638818599,47214.4148,0.001,-0.1371729611954345
0.39,-0.03153531638818599,47292.078,0.001,-0.1371729611954345
0.375,-0.03153531638818599,47369.741200000004,0.001,-0.1371729611954345
0.389,-0.031959178169495846,47447.4044,0.001,-0.13681510615784603
0.39,-0.031959178169495846,47525.0676,0.001,-0.13681510615784603
0.39,-0.031959178169495846,47602.730800000005,0.001,-0.13681510615784603
0.34,-0.031959178169495846,47680.394,0.001,-0.13681510615784603
0.366,-0.031959178169495846,47758.0572,0.001,-0.13681510615784603
0.374,-0.031959178169495846,47835.720400000006,0.001,-0.13681510615784603
0.379,-0.031959178169495846,47913.3836,0.001,-0.13681510615784603
0.365,-0.031959178169495846,47991.0468,0.001,-0.13681510615784603
0.384,-0.031959178169495846,48068.71000000001,0.001,-0.13681510615784603
0.371,-0.031959178169495846,48146.3732,0.001,-0.13681510615784603
0.36,-0.031959178169495846,48224.0364,0.001,-0.13681510615784603
0.376,-0.031959178169495846,48301.69960000001,0.001,-0.13681510615784603
0.37,-0.031959178169495846,48379.3628,0.001,-0.13681510615784603
0.391,-0.031959178169495846,48457.026,0.001,-0.13681510615784603
0.401,-0.031959178169495846,48534.68920000001,0.001,-0.13681510615784603
0.36,-0.031959178169495846,48612.3524,0.001,-0.13681510615784603
0.374,-0.031959178169495846,48690.0156,0.001,-0.13681510615784603
0.369,-0.031843495135401266,48767.6788,0.001,-0.13576389888773918
0.364,-0.031843495135401266,48845.342000000004,0.001,-0.13576389888773918
0.367,-0.03224083174792318,48923.0052,0.001,-0.13522895829010956
0.369,-0.03224083174792318,49000.6684,0.002,-0.13522895829010956
0.455,-0.02535251882249218,49078.331600000005,0.001,-0.12747629455577086
0.479,-0.02535251882249218,49155.9948,0.001,-0.12747629455577086
0.526,-0.023646008254232298,49233.658,0.001,-0.12504550553033086
0.552,-0.023646008254232298,49311.321200000006,0.001,-0.12504550553033086
0.515,-0.023646008254232298,49388.9844,0.002,-0.12504550553033086
0.503,-0.023646008254232298,49466.6476,0.001,-0.12504550553033086
0.509,-0.023646008254232298,49544.31080000001,0.001,-0.12504550553033086
0.495,-0.023646008254232298,49621.974,0.001,-0.12504550553033086
0.49,-0.023646008254232298,49699.6372,0.001,-0.12504550553033086
0.512,-0.023646008254232298,49777.30040000001,0.001,-0.12504550553033086
0.487,-0.023646008254232298,49854.9636,0.001,-0.12504550553033086
0.505,-0.023646008254232298,49932.6268,0.001,-0.12504550553033086
0.307,-0.03486669293613977,50010.29,0.001,-0.1348572516016887
0.323,-0.03486669293613977,50087.9532,0.001,-0.1348572516016887
0.314,-0.03486669293613977,50165.6164,0.001,-0.1348572516016887
0.32,-0.03486669293613977,50243.2796,0.001,-0.1348572516016887
0.333,-0.03486669293613977,50320.942800000004,0.001,-0.1348572516016887
0.306,-0.03486669293613977,50398.606,0.001,-0.1348572516016887
0.285,-0.03486669293613977,50476.2692,0.001,-0.1348572516016887
0.329,-0.03486669293613977,50553.932400000005,0.001,-0.1348572516016887
0.23,-0.042114830949850635,50631.5956,0.002,-0.14035824566148378
0.219,-0.042114830949850635,50709.2588,0.001,-0.14035824566148378
0.206,-0.04455390574166068,50786.922000000006,0.001,-0.14106155901235848
0.229,-0.04455390574166068,50864.5852,0.001,-0.14106155901235848
0.206,-0.04455390574166068,50942.2484,0.001,-0.14106155901235848
0.196,-0.04455390574166068,51019.91160000001,0.001,-0.14106155901235848
0.219,-0.04455390574166068,51097.5748,0.001,-0.14106155901235848
0.197,-0.04455390574166068,51175.238,0.001,-0.14106155901235848
0.203,-0.04455390574166068,51252.90120000001,0.001,-0.14106155901235848
0.219,-0.04455390574166068,51330.5644,0.001,-0.14106155901235848
0.2,-0.04455390574166068,51408.2276,0.001,-0.14106155901235848
0.187,-0.04455390574166068,51485.8908,0.001,-0.14106155901235848
0.2,-0.04455390574166068,51563.554000000004,0.001,-0.14106155901235848
0.22,-0.04455390574166068,51641.2172,0.001,-0.14106155901235848
0.208,-0.04455390574166068,51718.8804,0.001,-0.14106155901235848
0.199,-0.04455390574166068,51796.543600000005,0.001,-0.14106155901235848
0.642,-0.018019621466496445,51874.2068,0.001,-0.11594640763721636
0.603,-0.018019621466496445,51951.87,0.002,-0.11594640763721636
0.411,-0.028401887195275657,52029.533200000005,0.001,-0.12393595708872382
0.442,-0.028401887195275657,52107.1964,0.001,-0.12393595708872382
0.407,-0.028401887195275657,52184.8596,0.001,-0.12393595708872382
0.433,-0.028401887195275657,52262.522800000006,0.001,-0.12393595708872382
0.373,-0.030997319253958086,52340.186,0.002,-0.12480049646604109
0.384,-0.030997319253958086,52417.8492,0.001,-0.12480049646604109
0.366,-0.030997319253958086,52495.51240000001,0.001,-0.12480049646604109
0.328,-0.032999025101704105,52573.1756,0.001,-0.12494620129953785
0.306,-0.032999025101704105,52650.8388,0.001,-0.12494620129953785
0.325,-0.032999025101704105,52728.50200000001,0.001,-0.12494620129953785
0.339,-0.032999025101704105,52806.1652,0.002,-0.12494620129953785
0.327,-0.032999025101704105,52883.8284,0.001,-0.12494620129953785
0.403,-0.02924623856529442,52961.4916,0.001,-0.12059595531800912
0.406,-0.02924623856529442,53039.154800000004,0.001,-0.12059595531800912
0.427,-0.02924623856529442,53116.818,0.001,-0.12059595531800912
0.384,-0.02924623856529442,53194.4812,0.001,-0.12059595531800912
0.4,-0.02924623856529442,53272.144400000005,0.003,-0.12059595531800912
0.4,-0.02924623856529442,53349.8076,0.002,-0.12059595531800912
0.364,-0.02924623856529442,53427.4708,0.001,-0.12059595531800912
0.414,-0.02924623856529442,53505.134000000005,0.002,-0.12059595531800912
0.394,-0.02924623856529442,53582.7972,0.002,-0.12059595531800912
0.379,-0.02924623856529442,53660.4604,0.002,-0.12059595531800912
0.394,-0.02924623856529442,53738.123600000006,0.002,-0.12059595531800912
0.399,-0.02924623856529442,53815.7868,0.002,-0.12059595531800912
0.407,-0.02924623856529442,53893.45,0.003,-0.12059595531800912
0.375,-0.02924623856529442,53971.11320000001,0.001,-0.12059595531800912
0.391,-0.02924623856529442,54048.7764,0.002,-0.12059595531800912
0.39,-0.02924623856529442,54126.4396,0.002,-0.12059595531800912
0.998,2.9205410254345716e-05,54204.10280000001,0.007,-0.09831430985893445
0.999,2.9205410254345716e-05,54281.766,0.004,-0.09831430985893445
0.998,2.9205410254345716e-05,54359.4292,0.003,-0.09831430985893445
0.719,0.01100144103802558,54437.0924,0.008,-0.0909250859381456
0.756,0.01100144103802558,54514.755600000004,0.004,-0.0909250859381456
0.783,0.01100144103802558,54592.4188,0.006,-0.0909250859381456
0.735,0.01100144103802558,54670.082,0.008,-0.0909250859381456
0.746,0.01100144103802558,54747.745200000005,0.005,-0.0909250859381456
0.74,0.01100144103802558,54825.4084,0.008,-0.0909250859381456
0.756,0.01100144103802558,54903.0716,0.012,-0.0909250859381456
0.758,0.01100144103802558,54980.734800000006,0.008,-0.0909250859381456
0.746,0.01100144103802558,55058.398,0.011,-0.0909250859381456
0.75,0.01100144103802558,55136.0612,0.004,-0.0909250859381456
0.726,0.01100144103802558,55213.72440000001,0.006,-0.0909250859381456
0.748,0.01100144103802558,55291.3876,0.005,-0.0909250859381456
0.725,0.01100144103802558,55369.0508,0.009,-0.0909250859381456
0.752,0.01100144103802558,55446.71400000001,0.008,-0.0909250859381456
0.751,0.01100144103802558,55524.3772,0.007,-0.0909250859381456
0.757,0.01100144103802558,55602.0404,0.006,-0.0909250859381456
0.757,0.01100144103802558,55679.70360000001,0.009,-0.0909250859381456
0.718,0.01100144103802558,55757.3668,0.008,-0.0909250859381456
0.727,0.01100144103802558,55835.03,0.007,-0.0909250859381456
0.739,0.01100144103802558,55912.6932,0.01,-0.0909250859381456
0.741,0.01100144103802558,55990.356400000004,0.006,-0.0909250859381456
0.894,0.0035352774265574646,56068.0196,0.008,-0.0959213630804287
0.898,0.0035352774265574646,56145.6828,0.006,-0.0959213630804287
0.936,0.0035352774265574646,56223.346000000005,0.003,-0.0959213630804287
0.903,0.0035352774265574646,56301.0092,0.003,-0.0959213630804287
0.912,0.0035352774265574646,56378.6724,0.001,-0.0959213630804287
0.912,0.0035352774265574646,56456.335600000006,0.003,-0.0959213630804287
0.918,0.0035352774265574646,56533.9988,0.004,-0.0959213630804287
0.931,0.0035352774265574646,56611.662,0.005,-0.0959213630804287
0.92,0.0035352774265574646,56689.32520000001,0.003,-0.0959213630804287
0.912,0.0035352774265574646,56766.9884,0.003,-0.0959213630804287
0.917,0.0035352774265574646,56844.6516,0.007,-0.0959213630804287
0.903,0.0035352774265574646,56922.31480000001,0.004,-0.0959213630804287
0.912,0.0035352774265574646,56999.978,0.007,-0.0959213630804287
0.899,0.0035352774265574646,57077.6412,0.002,-0.0959213630804287
0.931,0.0035352774265574646,57155.30440000001,0.004,-0.0959213630804287
0.923,0.0035352774265574646,57232.9676,0.002,-0.0959213630804287
0.901,0.0035352774265574646,57310.6308,0.01,-0.0959213630804287
0.911,0.0035352774265574646,57388.294,0.008,-0.0959213630804287
0.9,0.0035352774265574646,57465.957200000004,0.005,-0.0959213630804287
0.919,0.0035352774265574646,57543.6204,0.002,-0.0959213630804287
0.915,0.0035352774265574646,57621.2836,0.008,-0.0959213630804287
0.919,0.0035352774265574646,57698.946800000005,0.002,-0.0959213630804287
0.927,0.0035352774265574646,57776.61,0.006,-0.0959213630804287
0.921,0.0035352774265574646,57854.2732,0.006,-0.0959213630804287
0.893,0.0035352774265574646,57931.936400000006,0.004,-0.0959213630804287
0.922,0.0035352774265574646,58009.5996,0.005,-0.0959213630804287
0.921,0.0035352774265574646,58087.2628,0.005,-0.0959213630804287
0.912,0.0035352774265574646,58164.92600000001,0.007,-0.0959213630804287
0.911,0.0035352774265574646,58242.5892,0.007,-0.0959213630804287
0.9,0.0035352774265574646,58320.2524,0.004,-0.0959213630804287
0.913,0.0035352774265574646,58397.91560000001,0.009,-0.0959213630804287
0.928,0.0035352774265574646,58475.5788,0.004,-0.0959213630804287
0.909,0.0035352774265574646,58553.242,0.004,-0.0959213630804287
0.906,0.0035352774265574646,58630.90520000001,0.006,-0.0959213630804287
0.914,0.0035352774265574646,58708.568400000004,0.003,-0.0959213630804287
0.928,0.0035352774265574646,58786.2316,0.007,-0.0959213630804287
0.926,0.0035352774265574646,58863.8948,0.005,-0.0959213630804287
0.919,0.0035352774265574646,58941.558000000005,0.002,-0.0959213630804287
0.907,0.0035352774265574646,59019.2212,0.004,-0.0959213630804287
0.891,0.0035352774265574646,59096.8844,0.007,-0.0959213630804287
0.922,0.0035352774265574646,59174.547600000005,0.004,-0.0959213630804287
0.929,0.0035352774265574646,59252.2108,0.004,-0.0959213630804287
0.9,0.0035352774265574646,59329.874,0.005,-0.0959213630804287
0.727,-0.011641582281277693,59407.537200000006,0.002,-0.10454083119683777
0.738,-0.011641582281277693,59485.2004,0.002,-0.10454083119683777
0.734,-0.011641582281277693,59562.8636,0.003,-0.10454083119683777
0.734,-0.011641582281277693,59640.52680000001,0.002,-0.10454083119683777
0.705,-0.011641582281277693,59718.19,0.001,-0.10454083119683777
0.731,-0.011641582281277693,59795.8532,0.003,-0.10454083119683777
0.731,-0.011641582281277693,59873.51640000001,0.002,-0.10454083119683777
0.717,-0.011641582281277693,59951.1796,0.003,-0.10454083119683777
0.702,-0.011641582281277693,60028.8428,0.003,-0.10454083119683777
0.727,-0.011641582281277693,60106.506,0.003,-0.10454083119683777
0.712,-0.011641582281277693,60184.169200000004,0.004,-0.10454083119683777
0.719,-0.011641582281277693,60261.8324,0.005,-0.10454083119683777
0.728,-0.011641582281277693,60339.4956,0.002,-0.10454083119683777
0.726,-0.011641582281277693,60417.158800000005,0.002,-0.10454083119683777
0.715,-0.011641582281277693,60494.822,0.001,-0.10454083119683777
0.727,-0.011641582281277693,60572.4852,0.003,-0.10454083119683777
0.718,-0.011641582281277693,60650.148400000005,0.002,-0.10454083119683777
0.728,-0.011641582281277693,60727.8116,0.007,-0.10454083119683777
0.724,-0.011641582281277693,60805.4748,0.001,-0.10454083119683777
0.748,-0.011641582281277693,60883.138000000006,0.004,-0.10454083119683777
0.713,-0.011641582281277693,60960.8012,0.001,-0.10454083119683777
0.73,-0.011641582281277693,61038.4644,0.004,-0.10454083119683777
0.741,-0.011641582281277693,61116.12760000001,0.002,-0.10454083119683777
0.72,-0.011641582281277693,61193.7908,0.003,-0.10454083119683777
0.738,-0.011641582281277693,61271.454,0.002,-0.10454083119683777
0.729,-0.011641582281277693,61349.11720000001,0.003,-0.10454083119683777
0.737,-0.011641582281277693,61426.7804,0.003,-0.10454083119683777
0.721,-0.011641582281277693,61504.4436,0.004,-0.10454083119683777
0.724,-0.011641582281277693,61582.1068,0.001,-0.10454083119683777
0.719,-0.011641582281277693,61659.770000000004,0.001,-0.10454083119683777
0.715,-0.011641582281277693,61737.4332,0.003,-0.10454083119683777
0.726,-0.011641582281277693,61815.0964,0.002,-0.10454083119683777
0.719,-0.011641582281277693,61892.759600000005,0.004,-0.10454083119683777
0.723,-0.011641582281277693,61970.4228,0.001,-0.10454083119683777
0.75,-0.011641582281277693,62048.086,0.003,-0.10454083119683777
0.742,-0.011641582281277693,62125.749200000006,0.003,-0.10454083119683777
0.695,-0.011641582281277693,62203.4124,0.003,-0.10454083119683777
0.717,-0.011641582281277693,62281.075600000004,0.003,-0.10454083119683777
0.718,-0.011641582281277693,62358.73880000001,0.004,-0.10454083119683777
0.732,-0.011641582281277693,62436.402,0.003,-0.10454083119683777
0.713,-0.011641582281277693,62514.0652,0.002,-0.10454083119683777
0.731,-0.011641582281277693,62591.72840000001,0.005,-0.10454083119683777
0.724,-0.011641582281277693,62669.3916,0.005,-0.10454083119683777
0.72,-0.011641582281277693,62747.0548,0.004,-0.10454083119683777
0.733,-0.011641582281277693,62824.71800000001,0.002,-0.10454083119683777
0.693,-0.011641582281277693,62902.3812,0.005,-0.10454083119683777
0.722,-0.011641582281277693,62980.0444,0.005,-0.10454083119683777
0.725,-0.011641582281277693,63057.7076,0.003,-0.10454083119683777
0.71,-0.011641582281277693,63135.370800000004,0.001,-0.10454083119683777
0.719,-0.011641582281277693,63213.034,0.004,-0.10454083119683777
0.734,-0.011641582281277693,63290.6972,0.002,-0.10454083119683777
0.721,-0.011641582281277693,63368.360400000005,0.002,-0.10454083119683777
0.733,-0.011641582281277693,63446.0236,0.004,-0.10454083119683777
0.702,-0.011641582281277693,63523.6868,0.004,-0.10454083119683777
0.726,-0.011641582281277693,63601.350000000006,0.001,-0.10454083119683777
0.693,-0.012300699384754948,63679.0132,0.004,-0.10308844293999905
0.723,-0.012300699384754948,63756.676400000004,0.002,-0.10308844293999905
0.724,-0.012300699384754948,63834.33960000001,0.003,-0.10308844293999905
0.7,-0.012300699384754948,63912.0028,0.005,-0.10308844293999905
0.703,-0.012300699384754948,63989.666,0.003,-0.10308844293999905
0.715,-0.012300699384754948,64067.32920000001,0.002,-0.10308844293999905
0.7,-0.012300699384754948,64144.9924,0.002,-0.10308844293999905
0.692,-0.012300699384754948,64222.6556,0.001,-0.10308844293999905
0.707,-0.012300699384754948,64300.31880000001,0.002,-0.10308844293999905
0.689,-0.012300699384754948,64377.982,0.002,-0.10308844293999905
0.697,-0.012300699384754948,64455.6452,0.005,-0.10308844293999905
0.701,-0.012300699384754948,64533.3084,0.002,-0.10308844293999905
0.721,-0.012300699384754948,64610.971600000004,0.004,-0.10308844293999905
0.681,-0.012300699384754948,64688.6348,0.002,-0.10308844293999905
0.716,-0.012300699384754948,64766.298,0.002,-0.10308844293999905
0.714,-0.012300699384754948,64843.961200000005,0.005,-0.10308844293999905
0.701,-0.012300699384754948,64921.6244,0.004,-0.10308844293999905
0.681,-0.012300699384754948,64999.2876,0.003,-0.10308844293999905
0.714,-0.012300699384754948,65076.950800000006,0.008,-0.10308844293999905
0.681,-0.012300699384754948,65154.614,0.005,-0.10308844293999905
0.7,-0.012300699384754948,65232.277200000004,0.004,-0.10308844293999905
0.681,-0.012300699384754948,65309.94040000001,0.003,-0.10308844293999905
0.697,-0.012300699384754948,65387.6036,0.005,-0.10308844293999905
0.689,-0.012300699384754948,65465.2668,0.005,-0.10308844293999905
0.685,-0.012300699384754948,65542.93,0.004,-0.10308844293999905
0.694,-0.012300699384754948,65620.5932,0.001,-0.10308844293999905
