p_value,mantel_r,bin_centers,p_value_distance,mantel_distance
0.001,0.11435155197013569,17003.43,0.016,0.061288314876190436
0.001,0.11435155197013569,17081.093200000003,0.02,0.061288314876190436
0.001,0.11436120653986125,17158.7564,0.011,0.06130327281584169
0.001,0.11436120653986125,17236.4196,0.015,0.06130327281584169
0.001,0.11402198838944448,17314.082800000004,0.021,0.06069028210777401
0.001,0.11402198838944448,17391.746,0.015,0.06069028210777401
0.001,0.11402198838944448,17469.409200000002,0.022,0.06069028210777401
0.001,0.11402198838944448,17547.0724,0.016,0.06069028210777401
0.001,0.11353298515981333,17624.7356,0.023,0.05969434186110477
0.001,0.11353298515981333,17702.398800000003,0.016,0.05969434186110477
0.001,0.11353298515981333,17780.061999999998,0.012,0.05969434186110477
0.001,0.11410611269947787,17857.7252,0.014,0.0605609193177431
0.001,0.113716091342346,17935.388400000003,0.023,0.05974175377130495
0.001,0.11334452132523615,18013.0516,0.023,0.059073106761408305
0.001,0.11250198320860458,18090.7148,0.031,0.05748488272611932
0.001,0.11229139463565141,18168.378,0.029,0.05700042848838366
0.001,0.11215170733135466,18246.0412,0.021,0.056741861838066295
0.001,0.11215170733135466,18323.704400000002,0.02,0.056741861838066295
0.001,0.11215170733135466,18401.367599999998,0.02,0.056741861838066295
0.001,0.10968707922887935,18479.0308,0.044,0.05225140864363557
0.001,0.1096349917069113,18556.694000000003,0.035,0.052111599980484084
0.001,0.1096349917069113,18634.3572,0.052,0.052111599980484084
0.001,0.10961058695579569,18712.0204,0.039,0.05205035212725112
0.001,0.10736153877318073,18789.683600000004,0.056,0.04816068148541812
0.001,0.1071088996015597,18867.3468,0.059,0.04773065942294326
0.001,0.10711807569621817,18945.010000000002,0.075,0.047734615389133914
0.001,0.10711807569621817,19022.6732,0.07,0.047734615389133914
0.001,0.10711807569621817,19100.3364,0.068,0.047734615389133914
0.001,0.10711807569621817,19177.999600000003,0.048,0.047734615389133914
0.001,0.10792408789615611,19255.6628,0.057,0.0490869069796467
0.001,0.10792408789615611,19333.326,0.06,0.0490869069796467
0.001,0.10792408789615611,19410.989200000004,0.065,0.0490869069796467
0.001,0.10798191909866671,19488.6524,0.047,0.04914841208917651
0.001,0.10652893532848628,19566.3156,0.071,0.04664204365950352
0.001,0.10652893532848628,19643.9788,0.067,0.04664204365950352
0.001,0.10634180592695858,19721.642,0.07,0.046321637756440354
0.001,0.10634180592695858,19799.305200000003,0.078,0.046321637756440354
0.001,0.10813560194913654,19876.968399999998,0.069,0.04936625627792254
0.001,0.10813560194913654,19954.6316,0.043,0.04936625627792254
0.001,0.10564687095157868,20032.294800000003,0.069,0.04507061353331971
0.001,0.10564687095157868,20109.958,0.066,0.04507061353331971
0.001,0.10338880180081239,20187.6212,0.121,0.04124723811320152
0.001,0.10338880180081239,20265.2844,0.116,0.04124723811320152
0.001,0.10501080310637684,20342.9476,0.107,0.04429255824224225
0.001,0.10574470828342553,20420.610800000002,0.093,0.045462496613002015
0.001,0.1036127662301006,20498.274,0.13,0.04229543604028008
0.001,0.1036127662301006,20575.9372,0.12,0.04229543604028008
0.001,0.1036127662301006,20653.600400000003,0.106,0.04229543604028008
0.001,0.10252925483185156,20731.2636,0.134,0.04068768491870081
0.002,0.0995900235612944,20808.9268,0.173,0.036362346436541376
0.001,0.0995900235612944,20886.590000000004,0.172,0.036362346436541376
0.001,0.09870781091697556,20964.2532,0.182,0.03505286217732263
0.001,0.09935695806784975,21041.916400000002,0.166,0.036101422116539765
0.001,0.09731037674386037,21119.5796,0.208,0.03308435597484235
0.002,0.09731037674386037,21197.2428,0.239,0.03308435597484235
0.001,0.09731037674386037,21274.906000000003,0.227,0.03308435597484235
0.001,0.09731037674386037,21352.569199999998,0.214,0.03308435597484235
0.001,0.09731037674386037,21430.2324,0.219,0.03308435597484235
0.001,0.09701626521719081,21507.895600000003,0.222,0.0327071050970075
0.001,0.09701626521719081,21585.5588,0.233,0.0327071050970075
0.001,0.09563566040893591,21663.222,0.238,0.030665794730843302
0.001,0.09715969877833773,21740.8852,0.239,0.033082207549760566
0.001,0.09701033865079167,21818.5484,0.23,0.03285800485465105
0.001,0.09797100545541973,21896.211600000002,0.199,0.034395202639035526
0.002,0.09797100545541973,21973.874799999998,0.192,0.034395202639035526
0.001,0.09745205431575216,22051.538,0.233,0.033609036645685875
0.001,0.09889966224349735,22129.201200000003,0.184,0.03589117433360697
0.002,0.09980310822014182,22206.8644,0.135,0.037284365007700354
0.001,0.09737858336766171,22284.5276,0.199,0.033650057782743624
0.002,0.0969362097560612,22362.190800000004,0.21,0.03299403339541839
0.001,0.0969362097560612,22439.854,0.184,0.03299403339541839
0.002,0.0969362097560612,22517.517200000002,0.183,0.03299403339541839
0.001,0.09654957981616816,22595.1804,0.183,0.03241146103341304
0.001,0.09654957981616816,22672.8436,0.176,0.03241146103341304
0.002,0.09654957981616816,22750.506800000003,0.209,0.03241146103341304
0.002,0.09701202441854781,22828.17,0.178,0.03317951084118163
0.001,0.0966289218231834,22905.8332,0.206,0.03259610449614928
0.001,0.09577743121361518,22983.496400000004,0.228,0.03129994827477788
0.002,0.09503135418014182,23061.1596,0.251,0.030156051937493704
0.002,0.0944250754833437,23138.8228,0.24,0.029243678723376566
0.001,0.09299130309134267,23216.486,0.298,0.0271055263850286
0.001,0.09299130309134267,23294.1492,0.314,0.0271055263850286
0.001,0.09299130309134267,23371.812400000003,0.292,0.0271055263850286
0.002,0.09299130309134267,23449.475599999998,0.295,0.0271055263850286
0.001,0.09288886136685551,23527.1388,0.285,0.026971973371612057
0.001,0.09288886136685551,23604.802000000003,0.257,0.026971973371612057
0.001,0.09288886136685551,23682.4652,0.294,0.026971973371612057
0.002,0.09288886136685551,23760.1284,0.287,0.026971973371612057
0.003,0.09224355666134305,23837.791600000004,0.34,0.025966939762798763
0.003,0.07805745005802905,23915.4548,0.825,0.005253892538619982
0.001,0.07805745005802905,23993.118000000002,0.825,0.005253892538619982
0.003,0.07775543473297226,24070.7812,0.832,0.00485961262916104
0.004,0.07775543473297226,24148.4444,0.837,0.00485961262916104
0.004,0.07803132304878166,24226.107600000003,0.813,0.005446946048826003
0.003,0.07834388488998094,24303.7708,0.781,0.006084395869287589
0.004,0.0782409842039971,24381.434,0.775,0.00598864716965137
0.003,0.07774566624796592,24459.097200000004,0.811,0.005459440846649238
0.003,0.07719306766402192,24536.7604,0.838,0.0047474248935508445
0.003,0.07719306766402192,24614.423600000002,0.827,0.0047474248935508445
0.002,0.07719306766402192,24692.0868,0.851,0.0047474248935508445
0.002,0.07657088963870994,24769.75,0.855,0.0038658935495563184
0.003,0.07657088963870994,24847.413200000003,0.89,0.0038658935495563184
0.004,0.07633372550513301,24925.076399999998,0.872,0.0035681424676771165
0.002,0.07633372550513301,25002.7396,0.878,0.0035681424676771165
0.004,0.07633372550513301,25080.402800000003,0.897,0.0035681424676771165
0.007,0.07382179053586405,25158.066,0.997,-0.0001477392883670036
0.003,0.07382179053586405,25235.7292,0.996,-0.0001477392883670036
0.003,0.072289435040936,25313.3924,0.925,-0.002434241357806512
0.004,0.072289435040936,25391.0556,0.922,-0.002434241357806512
0.006,0.07298496604216655,25468.718800000002,0.963,-0.0011696946982833545
0.006,0.07298496604216655,25546.382,0.952,-0.0011696946982833545
0.005,0.0751514675348855,25624.0452,0.914,0.0024191759992863524
0.001,0.07405021914922563,25701.708400000003,0.97,0.0007911144823414114
0.003,0.07405021914922563,25779.3716,0.971,0.0007911144823414114
0.006,0.07405021914922563,25857.0348,0.975,0.0007911144823414114
0.007,0.0731749997332713,25934.698000000004,0.984,-0.0003903450568556679
0.002,0.07250931199674535,26012.3612,0.94,-0.0013491649941384594
0.004,0.07250931199674535,26090.024400000002,0.937,-0.0013491649941384594
0.004,0.0727449447594428,26167.6876,0.967,-0.0008040156128622312
0.005,0.0727449447594428,26245.3508,0.972,-0.0008040156128622312
0.004,0.0727449447594428,26323.014000000003,0.969,-0.0008040156128622312
0.003,0.0727449447594428,26400.6772,0.971,-0.0008040156128622312
0.003,0.0727449447594428,26478.3404,0.971,-0.0008040156128622312
0.006,0.09391465218090239,26556.003600000004,0.359,0.02806804648200705
0.008,0.09365539069119411,26633.6668,0.38,0.027762969550647616
0.002,0.0936169998285307,26711.33,0.381,0.027717512769841777
0.007,0.0936169998285307,26788.9932,0.388,0.027717512769841777
0.005,0.0936169998285307,26866.6564,0.406,0.027717512769841777
0.008,0.09365588170256765,26944.319600000003,0.369,0.027642028758409105
0.008,0.09365588170256765,27021.9828,0.365,0.027642028758409105
0.006,0.09365588170256765,27099.646,0.375,0.027642028758409105
0.008,0.09362380616123848,27177.309200000003,0.37,0.027602948507663067
0.005,0.09362380616123848,27254.9724,0.374,0.027602948507663067
0.008,0.0928150503819368,27332.6356,0.382,0.026525035130090132
0.012,0.09273741337050448,27410.298800000004,0.368,0.0263042088669691
0.003,0.09273741337050448,27487.962,0.383,0.0263042088669691
0.007,0.09273741337050448,27565.625200000002,0.445,0.0263042088669691
0.005,0.09273741337050448,27643.2884,0.433,0.0263042088669691
0.006,0.09273741337050448,27720.9516,0.408,0.0263042088669691
0.008,0.09416304048194812,27798.614800000003,0.384,0.027578339078870265
0.005,0.10414610033211685,27876.278,0.191,0.039272588958981364
0.002,0.10414610033211685,27953.9412,0.203,0.039272588958981364
0.003,0.10414610033211685,28031.604400000004,0.221,0.039272588958981364
0.005,0.10414610033211685,28109.2676,0.213,0.039272588958981364
0.005,0.10577420442973068,28186.930800000002,0.188,0.0410330720458651
0.001,0.10577420442973068,28264.594,0.188,0.0410330720458651
0.002,0.10577420442973068,28342.2572,0.212,0.0410330720458651
0.002,0.10577420442973068,28419.920400000003,0.177,0.0410330720458651
0.003,0.1045860751256226,28497.583599999998,0.204,0.03940189468163902
0.003,0.10379732859699525,28575.2468,0.22,0.03825590464274099
0.002,0.10379732859699525,28652.910000000003,0.214,0.03825590464274099
0.001,0.10099555018258916,28730.5732,0.278,0.03467417477083998
0.002,0.0997524065941789,28808.2364,0.29,0.03297678637785876
0.005,0.0997524065941789,28885.899600000004,0.313,0.03297678637785876
0.026,0.07636096292890239,28963.5628,0.963,0.0015270715489807832
0.022,0.07636096292890239,29041.226000000002,0.956,0.0015270715489807832
0.046,0.076307216518571,29118.8892,0.959,0.001462404261696928
0.04,0.07621562834308271,29196.5524,0.968,0.0013532915559256568
0.032,0.07621562834308271,29274.215600000003,0.955,0.0013532915559256568
0.03,0.07621562834308271,29351.8788,0.969,0.0013532915559256568
0.026,0.07621562834308271,29429.542,0.968,0.0013532915559256568
0.019,0.07621562834308271,29507.205200000004,0.967,0.0013532915559256568
0.034,0.07621562834308271,29584.8684,0.963,0.0013532915559256568
0.035,0.07675535133017533,29662.531600000002,0.949,0.0017936753050502006
0.019,0.0794550719666147,29740.1948,0.884,0.0047605427856135295
0.018,0.0794550719666147,29817.858,0.892,0.0047605427856135295
0.028,0.0794550719666147,29895.521200000003,0.894,0.0047605427856135295
0.031,0.07741987455506008,29973.1844,0.949,0.0021439099732551616
0.062,0.06551138318642748,30050.8476,0.686,-0.013628506044665683
0.06,0.06551138318642748,30128.510800000004,0.694,-0.013628506044665683
0.072,0.06450506736568415,30206.174,0.624,-0.01500384648569551
0.06,0.06450506736568415,30283.8372,0.632,-0.01500384648569551
0.072,0.06450506736568415,30361.5004,0.634,-0.01500384648569551
0.059,0.06512726529577319,30439.1636,0.631,-0.014499897747353647
0.057,0.06408020318994209,30516.826800000003,0.633,-0.015937572289203394
0.063,0.06408020318994209,30594.49,0.638,-0.015937572289203394
0.077,0.06408020318994209,30672.1532,0.615,-0.015937572289203394
0.082,0.06408020318994209,30749.816400000003,0.61,-0.015937572289203394
0.059,0.06408020318994209,30827.4796,0.619,-0.015937572289203394
0.073,0.06408020318994209,30905.1428,0.636,-0.015937572289203394
0.067,0.06311284458564273,30982.806000000004,0.576,-0.017297448822324476
0.078,0.06311284458564273,31060.4692,0.596,-0.017297448822324476
0.063,0.06311284458564273,31138.132400000002,0.594,-0.017297448822324476
0.081,0.06311284458564273,31215.7956,0.607,-0.017297448822324476
0.079,0.06311284458564273,31293.4588,0.565,-0.017297448822324476
0.085,0.061522994377995285,31371.122000000003,0.562,-0.019405810130716593
0.079,0.061522994377995285,31448.7852,0.562,-0.019405810130716593
0.055,0.06537331997134868,31526.4484,0.635,-0.015330343152109679
0.056,0.06450165218751772,31604.111600000004,0.596,-0.016614423803526276
0.063,0.06450165218751772,31681.7748,0.597,-0.016614423803526276
0.058,0.06450165218751772,31759.438000000002,0.611,-0.016614423803526276
0.083,0.06031157263907658,31837.1012,0.481,-0.022075526076104288
0.088,0.06031157263907658,31914.7644,0.474,-0.022075526076104288
0.101,0.05870500108352089,31992.427600000003,0.453,-0.024226947800439817
0.094,0.05870500108352089,32070.0908,0.434,-0.024226947800439817
0.104,0.05870500108352089,32147.754,0.433,-0.024226947800439817
0.09,0.05870500108352089,32225.417200000004,0.424,-0.024226947800439817
0.103,0.05604861818460854,32303.0804,0.4,-0.027628029424898136
0.105,0.05582753085461126,32380.7436,0.385,-0.028137332638820834
0.114,0.05582753085461126,32458.406800000004,0.388,-0.028137332638820834
0.1,0.05582753085461126,32536.07,0.365,-0.028137332638820834
0.13,0.05582753085461126,32613.733200000002,0.388,-0.028137332638820834
0.108,0.05582753085461126,32691.3964,0.384,-0.028137332638820834
0.125,0.05384788319640973,32769.0596,0.337,-0.030752120919393514
0.12,0.05384788319640973,32846.7228,0.332,-0.030752120919393514
0.154,0.0524211549883455,32924.386,0.315,-0.0327038638982213
0.159,0.05144097469926498,33002.0492,0.297,-0.034121239622520366
0.156,0.05144097469926498,33079.712400000004,0.292,-0.034121239622520366
0.138,0.05106239083361133,33157.3756,0.303,-0.034823112230551276
0.141,0.05106239083361133,33235.0388,0.268,-0.034823112230551276
0.149,0.05106239083361133,33312.702000000005,0.291,-0.034823112230551276
0.157,0.05106239083361133,33390.3652,0.273,-0.034823112230551276
0.189,0.047670686880771404,33468.028399999996,0.231,-0.03938732438055789
0.178,0.047640031298105415,33545.691600000006,0.234,-0.03967536932548392
0.191,0.044868379930170045,33623.3548,0.171,-0.04347617816489904
0.233,0.04425658456358725,33701.018,0.164,-0.044457221436532676
0.217,0.04425658456358725,33778.681200000006,0.155,-0.044457221436532676
0.194,0.04425658456358725,33856.3444,0.177,-0.044457221436532676
0.202,0.04425658456358725,33934.0076,0.17,-0.044457221436532676
